M.L_b.Hplus Time [a],M.L_b.Hplus Hplus [mol/kg]
909100.0,5.395015419940609e-09
909110.0,5.395015419940609e-09
909120.0,5.395015419940609e-09
909130.0,5.395015419940609e-09
909140.0,5.395015419940609e-09
909150.0,5.395015419940609e-09
909160.0,5.395015419940609e-09
909170.0,5.395015419940609e-09
909180.0,5.395015419940609e-09
909190.0,5.395015419940609e-09
909200.0,5.395015419940609e-09
909210.0,5.395015419940609e-09
909220.0,5.395015419940609e-09
909230.0,5.395015419940609e-09
909240.0,5.395015419940609e-09
909250.0,5.395015419940609e-09
909260.0,5.395015419940609e-09
909270.0,5.395015419940609e-09
909280.0,5.395015419940609e-09
909290.0,5.395015419940609e-09
909300.0,5.395015419940609e-09
909310.0,5.395015419940609e-09
909320.0,5.395015419940609e-09
909330.0,5.395015419940609e-09
909340.0,5.395015419940609e-09
909350.0,5.395015419940609e-09
909360.0,5.395015419940609e-09
909370.0,5.395015419940609e-09
909380.0,5.395015419940609e-09
909390.0,5.395015419940609e-09
909400.0,5.395015419940609e-09
909410.0,5.395015419940609e-09
909420.0,5.395015419940609e-09
909430.0,5.395015419940609e-09
909440.0,5.395015419940609e-09
909450.0,5.395015419940609e-09
909460.0,5.395015419940609e-09
909470.0,5.395015419940609e-09
909480.0,5.395015419940609e-09
909490.0,5.395015419940609e-09
909500.0,5.395015419940609e-09
909510.0,5.395015419940609e-09
909520.0,5.395015419940609e-09
909530.0,5.395015419940609e-09
909540.0,5.395015419940609e-09
909550.0,5.395015419940609e-09
909560.0,5.395015419940609e-09
909570.0,5.395015419940609e-09
909580.0,5.395015419940609e-09
909590.0,5.395015419940609e-09
909600.0,5.395015419940609e-09
909610.0,5.395015419940609e-09
909620.0,5.395015419940609e-09
909630.0,5.395015419940609e-09
909640.0,5.395015419940609e-09
909650.0,5.395015419940609e-09
909660.0,5.395015419940609e-09
909670.0,5.395015419940609e-09
909680.0,5.395015419940609e-09
909690.0,5.395015419940609e-09
909700.0,5.395015419940609e-09
909710.0,5.395015419940609e-09
909720.0,5.395015419940609e-09
909730.0,5.395015419940609e-09
909740.0,5.395015419940609e-09
909750.0,5.395015419940609e-09
909760.0,5.395015419940609e-09
909770.0,5.395015419940609e-09
909780.0,5.395015419940609e-09
909790.0,5.395015419940609e-09
909800.0,5.395015419940609e-09
909810.0,5.395015419940609e-09
909820.0,5.395015419940609e-09
909830.0,5.395015419940609e-09
909840.0,5.395015419940609e-09
909850.0,5.395015419940609e-09
909860.0,5.395015419940609e-09
909870.0,5.395015419940609e-09
909880.0,5.395015419940609e-09
909890.0,5.395015419940609e-09
909900.0,5.395015419940609e-09
909910.0,5.395015419940609e-09
909920.0,5.395015419940609e-09
909930.0,5.395015419940609e-09
909940.0,5.395015419940609e-09
909950.0,5.395015419940609e-09
909960.0,5.395015419940609e-09
909970.0,5.395015419940609e-09
909980.0,5.395015419940609e-09
909990.0,5.395015419940609e-09
910000.0,5.395015419940609e-09
910010.0,5.395015419940609e-09
910020.0,5.395015419940609e-09
910030.0,5.395015419940609e-09
910040.0,5.395015419940609e-09
910050.0,5.395015419940609e-09
910060.0,5.395015419940609e-09
910070.0,5.395015419940609e-09
910080.0,5.395015419940609e-09
910090.0,5.395015419940609e-09
910100.0,5.395015419940609e-09
910110.0,5.395015419940609e-09
910120.0,5.395015419940609e-09
910130.0,5.395015419940609e-09
910140.0,5.395015419940609e-09
910150.0,5.395015419940609e-09
910160.0,5.395015419940609e-09
910170.0,5.395015419940609e-09
910180.0,5.395015419940609e-09
910190.0,5.395015419940609e-09
910200.0,5.395015419940609e-09
910210.0,5.395015419940609e-09
910220.0,5.395015419940609e-09
910230.0,5.395015419940609e-09
910240.0,5.395015419940609e-09
910250.0,5.395015419940609e-09
910260.0,5.395015419940609e-09
910270.0,5.395015419940609e-09
910280.0,5.395015419940609e-09
910290.0,5.395015419940609e-09
910300.0,5.395015419940609e-09
910310.0,5.395015419940609e-09
910320.0,5.395015419940609e-09
910330.0,5.395015419940609e-09
910340.0,5.395015419940609e-09
910350.0,5.395015419940609e-09
910360.0,5.395015419940609e-09
910370.0,5.395015419940609e-09
910380.0,5.395015419940609e-09
910390.0,5.395015419940609e-09
910400.0,5.395015419940609e-09
910410.0,5.395015419940609e-09
910420.0,5.395015419940609e-09
910430.0,5.395015419940609e-09
910440.0,5.395015419940609e-09
910450.0,5.395015419940609e-09
910460.0,5.395015419940609e-09
910470.0,5.395015419940609e-09
910480.0,5.395015419940609e-09
910490.0,5.395015419940609e-09
910500.0,5.395015419940609e-09
910510.0,5.395015419940609e-09
910520.0,5.395015419940609e-09
910530.0,5.395015419940609e-09
910540.0,5.395015419940609e-09
910550.0,5.395015419940609e-09
910560.0,5.395015419940609e-09
910570.0,5.395015419940609e-09
910580.0,5.395015419940609e-09
910590.0,5.395015419940609e-09
910600.0,5.395015419940609e-09
910610.0,5.395015419940609e-09
910620.0,5.395015419940609e-09
910630.0,5.395015419940609e-09
910640.0,5.395015419940609e-09
910650.0,5.395015419940609e-09
910660.0,5.395015419940609e-09
910670.0,5.395015419940609e-09
910680.0,5.395015419940609e-09
910690.0,5.395015419940609e-09
910700.0,5.395015419940609e-09
910710.0,5.395015419940609e-09
910720.0,5.395015419940609e-09
910730.0,5.395015419940609e-09
910740.0,5.395015419940609e-09
910750.0,5.395015419940609e-09
910760.0,5.395015419940609e-09
910770.0,5.395015419940609e-09
910780.0,5.395015419940609e-09
910790.0,5.395015419940609e-09
910800.0,5.395015419940609e-09
910810.0,5.395015419940609e-09
910820.0,5.395015419940609e-09
910830.0,5.395015419940609e-09
910840.0,5.395015419940609e-09
910850.0,5.395015419940609e-09
910860.0,5.395015419940609e-09
910870.0,5.395015419940609e-09
910880.0,5.395015419940609e-09
910890.0,5.395015419940609e-09
910900.0,5.395015419940609e-09
910910.0,5.395015419940609e-09
910920.0,5.395015419940609e-09
910930.0,5.395015419940609e-09
910940.0,5.395015419940609e-09
910950.0,5.395015419940609e-09
910960.0,5.395015419940609e-09
910970.0,5.395015419940609e-09
910980.0,5.395015419940609e-09
910990.0,5.395015419940609e-09
911000.0,5.395015419940609e-09
911010.0,5.395015419940609e-09
911020.0,5.395015419940609e-09
911030.0,5.395015419940609e-09
911040.0,5.395015419940609e-09
911050.0,5.395015419940609e-09
911060.0,5.395015419940609e-09
911070.0,5.395015419940609e-09
911080.0,5.395015419940609e-09
911090.0,5.395015419940609e-09
911100.0,5.395015419940609e-09
911110.0,5.395015419940609e-09
911120.0,5.395015419940609e-09
911130.0,5.395015419940609e-09
911140.0,5.395015419940609e-09
911150.0,5.395015419940609e-09
911160.0,5.395015419940609e-09
911170.0,5.395015419940609e-09
911180.0,5.395015419940609e-09
911190.0,5.395015419940609e-09
911200.0,5.395015419940609e-09
911210.0,5.395015419940609e-09
911220.0,5.395015419940609e-09
911230.0,5.395015419940609e-09
911240.0,5.395015419940609e-09
911250.0,5.395015419940609e-09
911260.0,5.395015419940609e-09
911270.0,5.395015419940609e-09
911280.0,5.395015419940609e-09
911290.0,5.395015419940609e-09
911300.0,5.395015419940609e-09
911310.0,5.395015419940609e-09
911320.0,5.395015419940609e-09
911330.0,5.395015419940609e-09
911340.0,5.395015419940609e-09
911350.0,5.395015419940609e-09
911360.0,5.395015419940609e-09
911370.0,5.395015419940609e-09
911380.0,5.395015419940609e-09
911390.0,5.395015419940609e-09
911400.0,5.395015419940609e-09
911410.0,5.395015419940609e-09
911420.0,5.395015419940609e-09
911430.0,5.395015419940609e-09
911440.0,5.395015419940609e-09
911450.0,5.395015419940609e-09
911460.0,5.395015419940609e-09
911470.0,5.395015419940609e-09
911480.0,5.395015419940609e-09
911490.0,5.395015419940609e-09
911500.0,5.395015419940609e-09
911510.0,5.395015419940609e-09
911520.0,5.395015419940609e-09
911530.0,5.395015419940609e-09
911540.0,5.395015419940609e-09
911550.0,5.395015419940609e-09
911560.0,5.395015419940609e-09
911570.0,5.395015419940609e-09
911580.0,5.395015419940609e-09
911590.0,5.395015419940609e-09
911600.0,5.395015419940609e-09
911610.0,5.395015419940609e-09
911620.0,5.395015419940609e-09
911630.0,5.395015419940609e-09
911640.0,5.395015419940609e-09
911650.0,5.395015419940609e-09
911660.0,5.395015419940609e-09
911670.0,5.395015419940609e-09
911680.0,5.395015419940609e-09
911690.0,5.395015419940609e-09
911700.0,5.395015419940609e-09
911710.0,5.395015419940609e-09
911720.0,5.395015419940609e-09
911730.0,5.395015419940609e-09
911740.0,5.395015419940609e-09
911750.0,5.395015419940609e-09
911760.0,5.395015419940609e-09
911770.0,5.395015419940609e-09
911780.0,5.395015419940609e-09
911790.0,5.395015419940609e-09
911800.0,5.395015419940609e-09
911810.0,5.395015419940609e-09
911820.0,5.395015419940609e-09
911830.0,5.395015419940609e-09
911840.0,5.395015419940609e-09
911850.0,5.395015419940609e-09
911860.0,5.395015419940609e-09
911870.0,5.395015419940609e-09
911880.0,5.395015419940609e-09
911890.0,5.395015419940609e-09
911900.0,5.395015419940609e-09
911910.0,5.395015419940609e-09
911920.0,5.395015419940609e-09
911930.0,5.395015419940609e-09
911940.0,5.395015419940609e-09
911950.0,5.395015419940609e-09
911960.0,5.395015419940609e-09
911970.0,5.395015419940609e-09
911980.0,5.395015419940609e-09
911990.0,5.395015419940609e-09
912000.0,5.395015419940609e-09
912010.0,5.395015419940609e-09
912020.0,5.395015419940609e-09
912030.0,5.395015419940609e-09
912040.0,5.395015419940609e-09
912050.0,5.395015419940609e-09
912060.0,5.395015419940609e-09
912070.0,5.395015419940609e-09
912080.0,5.395015419940609e-09
912090.0,5.395015419940609e-09
912100.0,5.395015419940609e-09
912110.0,5.395015419940609e-09
912120.0,5.395015419940609e-09
912130.0,5.395015419940609e-09
912140.0,5.395015419940609e-09
912150.0,5.395015419940609e-09
912160.0,5.395015419940609e-09
912170.0,5.395015419940609e-09
912180.0,5.395015419940609e-09
912190.0,5.395015419940609e-09
912200.0,5.395015419940609e-09
912210.0,5.395015419940609e-09
912220.0,5.395015419940609e-09
912230.0,5.395015419940609e-09
912240.0,5.395015419940609e-09
912250.0,5.395015419940609e-09
912260.0,5.395015419940609e-09
912270.0,5.395015419940609e-09
912280.0,5.395015419940609e-09
912290.0,5.395015419940609e-09
912300.0,5.395015419940609e-09
912310.0,5.395015419940609e-09
912320.0,5.395015419940609e-09
912330.0,5.395015419940609e-09
912340.0,5.395015419940609e-09
912350.0,5.395015419940609e-09
912360.0,5.395015419940609e-09
912370.0,5.395015419940609e-09
912380.0,5.395015419940609e-09
912390.0,5.395015419940609e-09
912400.0,5.395015419940609e-09
912410.0,5.395015419940609e-09
912420.0,5.395015419940609e-09
912430.0,5.395015419940609e-09
912440.0,5.395015419940609e-09
912450.0,5.395015419940609e-09
912460.0,5.395015419940609e-09
912470.0,5.395015419940609e-09
912480.0,5.395015419940609e-09
912490.0,5.395015419940609e-09
912500.0,5.395015419940609e-09
912510.0,5.395015419940609e-09
912520.0,5.395015419940609e-09
912530.0,5.395015419940609e-09
912540.0,5.395015419940609e-09
912550.0,5.395015419940609e-09
912560.0,5.395015419940609e-09
912570.0,5.395015419940609e-09
912580.0,5.395015419940609e-09
912590.0,5.395015419940609e-09
912600.0,5.395015419940609e-09
912610.0,5.395015419940609e-09
912620.0,5.395015419940609e-09
912630.0,5.395015419940609e-09
912640.0,5.395015419940609e-09
912650.0,5.395015419940609e-09
912660.0,5.395015419940609e-09
912670.0,5.395015419940609e-09
912680.0,5.395015419940609e-09
912690.0,5.395015419940609e-09
912700.0,5.395015419940609e-09
912710.0,5.395015419940609e-09
912720.0,5.395015419940609e-09
912730.0,5.395015419940609e-09
912740.0,5.395015419940609e-09
912750.0,5.395015419940609e-09
912760.0,5.395015419940609e-09
912770.0,5.395015419940609e-09
912780.0,5.395015419940609e-09
912790.0,5.395015419940609e-09
912800.0,5.395015419940609e-09
912810.0,5.395015419940609e-09
912820.0,5.395015419940609e-09
912830.0,5.395015419940609e-09
912840.0,5.395015419940609e-09
912850.0,5.395015419940609e-09
912860.0,5.395015419940609e-09
912870.0,5.395015419940609e-09
912880.0,5.395015419940609e-09
912890.0,5.395015419940609e-09
912900.0,5.395015419940609e-09
912910.0,5.395015419940609e-09
912920.0,5.395015419940609e-09
912930.0,5.395015419940609e-09
912940.0,5.395015419940609e-09
912950.0,5.395015419940609e-09
912960.0,5.395015419940609e-09
912970.0,5.395015419940609e-09
912980.0,5.395015419940609e-09
912990.0,5.395015419940609e-09
913000.0,5.395015419940609e-09
913010.0,5.395015419940609e-09
913020.0,5.395015419940609e-09
913030.0,5.395015419940609e-09
913040.0,5.395015419940609e-09
913050.0,5.395015419940609e-09
913060.0,5.395015419940609e-09
913070.0,5.395015419940609e-09
913080.0,5.395015419940609e-09
913090.0,5.395015419940609e-09
913100.0,5.395015419940609e-09
913110.0,5.395015419940609e-09
913120.0,5.395015419940609e-09
913130.0,5.395015419940609e-09
913140.0,5.395015419940609e-09
913150.0,5.395015419940609e-09
913160.0,5.395015419940609e-09
913170.0,5.395015419940609e-09
913180.0,5.395015419940609e-09
913190.0,5.395015419940609e-09
913200.0,5.395015419940609e-09
913210.0,5.395015419940609e-09
913220.0,5.395015419940609e-09
913230.0,5.395015419940609e-09
913240.0,5.395015419940609e-09
913250.0,5.395015419940609e-09
913260.0,5.395015419940609e-09
913270.0,5.395015419940609e-09
913280.0,5.395015419940609e-09
913290.0,5.395015419940609e-09
913300.0,5.395015419940609e-09
913310.0,5.395015419940609e-09
913320.0,5.395015419940609e-09
913330.0,5.395015419940609e-09
913340.0,5.395015419940609e-09
913350.0,5.395015419940609e-09
913360.0,5.395015419940609e-09
913370.0,5.395015419940609e-09
913380.0,5.395015419940609e-09
913390.0,5.395015419940609e-09
913400.0,5.395015419940609e-09
913410.0,5.395015419940609e-09
913420.0,5.395015419940609e-09
913430.0,5.395015419940609e-09
913440.0,5.395015419940609e-09
913450.0,5.395015419940609e-09
913460.0,5.395015419940609e-09
913470.0,5.395015419940609e-09
913480.0,5.395015419940609e-09
913490.0,5.395015419940609e-09
913500.0,5.395015419940609e-09
913510.0,5.395015419940609e-09
913520.0,5.395015419940609e-09
913530.0,5.395015419940609e-09
913540.0,5.395015419940609e-09
913550.0,5.395015419940609e-09
913560.0,5.395015419940609e-09
913570.0,5.395015419940609e-09
913580.0,5.395015419940609e-09
913590.0,5.395015419940609e-09
913600.0,5.395015419940609e-09
913610.0,5.395015419940609e-09
913620.0,5.395015419940609e-09
913630.0,5.395015419940609e-09
913640.0,5.395015419940609e-09
913650.0,5.395015419940609e-09
913660.0,5.395015419940609e-09
913670.0,5.395015419940609e-09
913680.0,5.395015419940609e-09
913690.0,5.395015419940609e-09
913700.0,5.395015419940609e-09
913710.0,5.395015419940609e-09
913720.0,5.395015419940609e-09
913730.0,5.395015419940609e-09
913740.0,5.395015419940609e-09
913750.0,5.395015419940609e-09
913760.0,5.395015419940609e-09
913770.0,5.395015419940609e-09
913780.0,5.395015419940609e-09
913790.0,5.395015419940609e-09
913800.0,5.395015419940609e-09
913810.0,5.395015419940609e-09
913820.0,5.395015419940609e-09
913830.0,5.395015419940609e-09
913840.0,5.395015419940609e-09
913850.0,5.395015419940609e-09
913860.0,5.395015419940609e-09
913870.0,5.395015419940609e-09
913880.0,5.395015419940609e-09
913890.0,5.395015419940609e-09
913900.0,5.395015419940609e-09
913910.0,5.395015419940609e-09
913920.0,5.395015419940609e-09
913930.0,5.395015419940609e-09
913940.0,5.395015419940609e-09
913950.0,5.395015419940609e-09
913960.0,5.395015419940609e-09
913970.0,5.395015419940609e-09
913980.0,5.395015419940609e-09
913990.0,5.395015419940609e-09
914000.0,5.395015419940609e-09
914010.0,5.395015419940609e-09
914020.0,5.395015419940609e-09
914030.0,5.395015419940609e-09
914040.0,5.395015419940609e-09
914050.0,5.395015419940609e-09
914060.0,5.395015419940609e-09
914070.0,5.395015419940609e-09
914080.0,5.395015419940609e-09
914090.0,5.395015419940609e-09
914100.0,5.395015419940609e-09
914110.0,5.395015419940609e-09
914120.0,5.395015419940609e-09
914130.0,5.395015419940609e-09
914140.0,5.395015419940609e-09
914150.0,5.395015419940609e-09
914160.0,5.395015419940609e-09
914170.0,5.395015419940609e-09
914180.0,5.395015419940609e-09
914190.0,5.395015419940609e-09
914200.0,5.395015419940609e-09
914210.0,5.395015419940609e-09
914220.0,5.395015419940609e-09
914230.0,5.395015419940609e-09
914240.0,5.395015419940609e-09
914250.0,5.395015419940609e-09
914260.0,5.395015419940609e-09
914270.0,5.395015419940609e-09
914280.0,5.395015419940609e-09
914290.0,5.395015419940609e-09
914300.0,5.395015419940609e-09
914310.0,5.395015419940609e-09
914320.0,5.395015419940609e-09
914330.0,5.395015419940609e-09
914340.0,5.395015419940609e-09
914350.0,5.395015419940609e-09
914360.0,5.395015419940609e-09
914370.0,5.395015419940609e-09
914380.0,5.395015419940609e-09
914390.0,5.395015419940609e-09
914400.0,5.395015419940609e-09
914410.0,5.395015419940609e-09
914420.0,5.395015419940609e-09
914430.0,5.395015419940609e-09
914440.0,5.395015419940609e-09
914450.0,5.395015419940609e-09
914460.0,5.395015419940609e-09
914470.0,5.395015419940609e-09
914480.0,5.395015419940609e-09
914490.0,5.395015419940609e-09
914500.0,5.395015419940609e-09
914510.0,5.395015419940609e-09
914520.0,5.395015419940609e-09
914530.0,5.395015419940609e-09
914540.0,5.395015419940609e-09
914550.0,5.395015419940609e-09
914560.0,5.395015419940609e-09
914570.0,5.395015419940609e-09
914580.0,5.395015419940609e-09
914590.0,5.395015419940609e-09
914600.0,5.395015419940609e-09
914610.0,5.395015419940609e-09
914620.0,5.395015419940609e-09
914630.0,5.395015419940609e-09
914640.0,5.395015419940609e-09
914650.0,5.395015419940609e-09
914660.0,5.395015419940609e-09
914670.0,5.395015419940609e-09
914680.0,5.395015419940609e-09
914690.0,5.395015419940609e-09
914700.0,5.395015419940609e-09
914710.0,5.395015419940609e-09
914720.0,5.395015419940609e-09
914730.0,5.395015419940609e-09
914740.0,5.395015419940609e-09
914750.0,5.395015419940609e-09
914760.0,5.395015419940609e-09
914770.0,5.395015419940609e-09
914780.0,5.395015419940609e-09
914790.0,5.395015419940609e-09
914800.0,5.395015419940609e-09
914810.0,5.395015419940609e-09
914820.0,5.395015419940609e-09
914830.0,5.395015419940609e-09
914840.0,5.395015419940609e-09
914850.0,5.395015419940609e-09
914860.0,5.395015419940609e-09
914870.0,5.395015419940609e-09
914880.0,5.395015419940609e-09
914890.0,5.395015419940609e-09
914900.0,5.395015419940609e-09
914910.0,5.395015419940609e-09
914920.0,5.395015419940609e-09
914930.0,5.395015419940609e-09
914940.0,5.395015419940609e-09
914950.0,5.395015419940609e-09
914960.0,5.395015419940609e-09
914970.0,5.395015419940609e-09
914980.0,5.395015419940609e-09
914990.0,5.395015419940609e-09
915000.0,5.395015419940609e-09
915010.0,5.395015419940609e-09
915020.0,5.395015419940609e-09
915030.0,5.395015419940609e-09
915040.0,5.395015419940609e-09
915050.0,5.395015419940609e-09
915060.0,5.395015419940609e-09
915070.0,5.395015419940609e-09
915080.0,5.395015419940609e-09
915090.0,5.395015419940609e-09
915100.0,5.395015419940609e-09
915110.0,5.395015419940609e-09
915120.0,5.395015419940609e-09
915130.0,5.395015419940609e-09
915140.0,5.395015419940609e-09
915150.0,5.395015419940609e-09
915160.0,5.395015419940609e-09
915170.0,5.395015419940609e-09
915180.0,5.395015419940609e-09
915190.0,5.395015419940609e-09
915200.0,5.395015419940609e-09
915210.0,5.395015419940609e-09
915220.0,5.395015419940609e-09
915230.0,5.395015419940609e-09
915240.0,5.395015419940609e-09
915250.0,5.395015419940609e-09
915260.0,5.395015419940609e-09
915270.0,5.395015419940609e-09
915280.0,5.395015419940609e-09
915290.0,5.395015419940609e-09
915300.0,5.395015419940609e-09
915310.0,5.395015419940609e-09
915320.0,5.395015419940609e-09
915330.0,5.395015419940609e-09
915340.0,5.395015419940609e-09
915350.0,5.395015419940609e-09
915360.0,5.395015419940609e-09
915370.0,5.395015419940609e-09
915380.0,5.395015419940609e-09
915390.0,5.395015419940609e-09
915400.0,5.395015419940609e-09
915410.0,5.395015419940609e-09
915420.0,5.395015419940609e-09
915430.0,5.395015419940609e-09
915440.0,5.395015419940609e-09
915450.0,5.395015419940609e-09
915460.0,5.395015419940609e-09
915470.0,5.395015419940609e-09
915480.0,5.395015419940609e-09
915490.0,5.395015419940609e-09
915500.0,5.395015419940609e-09
915510.0,5.395015419940609e-09
915520.0,5.395015419940609e-09
915530.0,5.395015419940609e-09
915540.0,5.395015419940609e-09
915550.0,5.395015419940609e-09
915560.0,5.395015419940609e-09
915570.0,5.395015419940609e-09
915580.0,5.395015419940609e-09
915590.0,5.395015419940609e-09
915600.0,5.395015419940609e-09
915610.0,5.395015419940609e-09
915620.0,5.395015419940609e-09
915630.0,5.395015419940609e-09
915640.0,5.395015419940609e-09
915650.0,5.395015419940609e-09
915660.0,5.395015419940609e-09
915670.0,5.395015419940609e-09
915680.0,5.395015419940609e-09
915690.0,5.395015419940609e-09
915700.0,5.395015419940609e-09
915710.0,5.395015419940609e-09
915720.0,5.395015419940609e-09
915730.0,5.395015419940609e-09
915740.0,5.395015419940609e-09
915750.0,5.395015419940609e-09
915760.0,5.395015419940609e-09
915770.0,5.395015419940609e-09
915780.0,5.395015419940609e-09
915790.0,5.395015419940609e-09
915800.0,5.395015419940609e-09
915810.0,5.395015419940609e-09
915820.0,5.395015419940609e-09
915830.0,5.395015419940609e-09
915840.0,5.395015419940609e-09
915850.0,5.395015419940609e-09
915860.0,5.395015419940609e-09
915870.0,5.395015419940609e-09
915880.0,5.395015419940609e-09
915890.0,5.395015419940609e-09
915900.0,5.395015419940609e-09
915910.0,5.395015419940609e-09
915920.0,5.395015419940609e-09
915930.0,5.395015419940609e-09
915940.0,5.395015419940609e-09
915950.0,5.395015419940609e-09
915960.0,5.395015419940609e-09
915970.0,5.395015419940609e-09
915980.0,5.395015419940609e-09
915990.0,5.395015419940609e-09
916000.0,5.395015419940609e-09
916010.0,5.395015419940609e-09
916020.0,5.395015419940609e-09
916030.0,5.395015419940609e-09
916040.0,5.395015419940609e-09
916050.0,5.395015419940609e-09
916060.0,5.395015419940609e-09
916070.0,5.395015419940609e-09
916080.0,5.395015419940609e-09
916090.0,5.395015419940609e-09
916100.0,5.395015419940609e-09
916110.0,5.395015419940609e-09
916120.0,5.395015419940609e-09
916130.0,5.395015419940609e-09
916140.0,5.395015419940609e-09
916150.0,5.395015419940609e-09
916160.0,5.395015419940609e-09
916170.0,5.395015419940609e-09
916180.0,5.395015419940609e-09
916190.0,5.395015419940609e-09
916200.0,5.395015419940609e-09
916210.0,5.395015419940609e-09
916220.0,5.395015419940609e-09
916230.0,5.395015419940609e-09
916240.0,5.395015419940609e-09
916250.0,5.395015419940609e-09
916260.0,5.395015419940609e-09
916270.0,5.395015419940609e-09
916280.0,5.395015419940609e-09
916290.0,5.395015419940609e-09
916300.0,5.395015419940609e-09
916310.0,5.395015419940609e-09
916320.0,5.395015419940609e-09
916330.0,5.395015419940609e-09
916340.0,5.395015419940609e-09
916350.0,5.395015419940609e-09
916360.0,5.395015419940609e-09
916370.0,5.395015419940609e-09
916380.0,5.395015419940609e-09
916390.0,5.395015419940609e-09
916400.0,5.395015419940609e-09
916410.0,5.395015419940609e-09
916420.0,5.395015419940609e-09
916430.0,5.395015419940609e-09
916440.0,5.395015419940609e-09
916450.0,5.395015419940609e-09
916460.0,5.395015419940609e-09
916470.0,5.395015419940609e-09
916480.0,5.395015419940609e-09
916490.0,5.395015419940609e-09
916500.0,5.395015419940609e-09
916510.0,5.395015419940609e-09
916520.0,5.395015419940609e-09
916530.0,5.395015419940609e-09
916540.0,5.395015419940609e-09
916550.0,5.395015419940609e-09
916560.0,5.395015419940609e-09
916570.0,5.395015419940609e-09
916580.0,5.395015419940609e-09
916590.0,5.395015419940609e-09
916600.0,5.395015419940609e-09
916610.0,5.395015419940609e-09
916620.0,5.395015419940609e-09
916630.0,5.395015419940609e-09
916640.0,5.395015419940609e-09
916650.0,5.395015419940609e-09
916660.0,5.395015419940609e-09
916670.0,5.395015419940609e-09
916680.0,5.395015419940609e-09
916690.0,5.395015419940609e-09
916700.0,5.395015419940609e-09
916710.0,5.395015419940609e-09
916720.0,5.395015419940609e-09
916730.0,5.395015419940609e-09
916740.0,5.395015419940609e-09
916750.0,5.395015419940609e-09
916760.0,5.395015419940609e-09
916770.0,5.395015419940609e-09
916780.0,5.395015419940609e-09
916790.0,5.395015419940609e-09
916800.0,5.395015419940609e-09
916810.0,5.395015419940609e-09
916820.0,5.395015419940609e-09
916830.0,5.395015419940609e-09
916840.0,5.395015419940609e-09
916850.0,5.395015419940609e-09
916860.0,5.395015419940609e-09
916870.0,5.395015419940609e-09
916880.0,5.395015419940609e-09
916890.0,5.395015419940609e-09
916900.0,5.395015419940609e-09
916910.0,5.395015419940609e-09
916920.0,5.395015419940609e-09
916930.0,5.395015419940609e-09
916940.0,5.395015419940609e-09
916950.0,5.395015419940609e-09
916960.0,5.395015419940609e-09
916970.0,5.395015419940609e-09
916980.0,5.395015419940609e-09
916990.0,5.395015419940609e-09
917000.0,5.395015419940609e-09
917010.0,5.395015419940609e-09
917020.0,5.395015419940609e-09
917030.0,5.395015419940609e-09
917040.0,5.395015419940609e-09
917050.0,5.395015419940609e-09
917060.0,5.395015419940609e-09
917070.0,5.395015419940609e-09
917080.0,5.395015419940609e-09
917090.0,5.395015419940609e-09
917100.0,5.395015419940609e-09
917110.0,5.395015419940609e-09
917120.0,5.395015419940609e-09
917130.0,5.395015419940609e-09
917140.0,5.395015419940609e-09
917150.0,5.395015419940609e-09
917160.0,5.395015419940609e-09
917170.0,5.395015419940609e-09
917180.0,5.395015419940609e-09
917190.0,5.395015419940609e-09
917200.0,5.395015419940609e-09
917210.0,5.395015419940609e-09
917220.0,5.395015419940609e-09
917230.0,5.395015419940609e-09
917240.0,5.395015419940609e-09
917250.0,5.395015419940609e-09
917260.0,5.395015419940609e-09
917270.0,5.395015419940609e-09
917280.0,5.395015419940609e-09
917290.0,5.395015419940609e-09
917300.0,5.395015419940609e-09
917310.0,5.395015419940609e-09
917320.0,5.395015419940609e-09
917330.0,5.395015419940609e-09
917340.0,5.395015419940609e-09
917350.0,5.395015419940609e-09
917360.0,5.395015419940609e-09
917370.0,5.395015419940609e-09
917380.0,5.395015419940609e-09
917390.0,5.395015419940609e-09
917400.0,5.395015419940609e-09
917410.0,5.395015419940609e-09
917420.0,5.395015419940609e-09
917430.0,5.395015419940609e-09
917440.0,5.395015419940609e-09
917450.0,5.395015419940609e-09
917460.0,5.395015419940609e-09
917470.0,5.395015419940609e-09
917480.0,5.395015419940609e-09
917490.0,5.395015419940609e-09
917500.0,5.395015419940609e-09
917510.0,5.395015419940609e-09
917520.0,5.395015419940609e-09
917530.0,5.395015419940609e-09
917540.0,5.395015419940609e-09
917550.0,5.395015419940609e-09
917560.0,5.395015419940609e-09
917570.0,5.395015419940609e-09
917580.0,5.395015419940609e-09
917590.0,5.395015419940609e-09
917600.0,5.395015419940609e-09
917610.0,5.395015419940609e-09
917620.0,5.395015419940609e-09
917630.0,5.395015419940609e-09
917640.0,5.395015419940609e-09
917650.0,5.395015419940609e-09
917660.0,5.395015419940609e-09
917670.0,5.395015419940609e-09
917680.0,5.395015419940609e-09
917690.0,5.395015419940609e-09
917700.0,5.395015419940609e-09
917710.0,5.395015419940609e-09
917720.0,5.395015419940609e-09
917730.0,5.395015419940609e-09
917740.0,5.395015419940609e-09
917750.0,5.395015419940609e-09
917760.0,5.395015419940609e-09
917770.0,5.395015419940609e-09
917780.0,5.395015419940609e-09
917790.0,5.395015419940609e-09
917800.0,5.395015419940609e-09
917810.0,5.395015419940609e-09
